ID,Distance,Path
018 096,3,"['018', '001', '004', '096']"
018 097,3,"['018', '001', '004', '097']"
018 098,3,"['018', '001', '003', '098']"
018 099,3,"['018', '001', '003', '099']"
018 100,3,"['018', '001', '003', '100']"
018 101,3,"['018', '001', '003', '101']"
018 102,3,"['018', '001', '003', '102']"
018 103,2,"['018', '001', '103']"
018 104,2,"['018', '001', '104']"
018 105,2,"['018', '001', '105']"
018 106,2,"['018', '001', '106']"
018 107,2,"['018', '001', '107']"
018 108,2,"['018', '001', '108']"
018 109,2,"['018', '001', '109']"
018 110,2,"['018', '001', '110']"
018 111,2,"['018', '001', '111']"
018 112,2,"['018', '001', '112']"
018 113,2,"['018', '001', '113']"
018 114,2,"['018', '001', '114']"
019 001,1,"['019', '001']"
019 002,2,"['019', '001', '002']"
019 003,2,"['019', '001', '003']"
019 004,2,"['019', '001', '004']"
019 005,2,"['019', '001', '005']"
019 006,2,"['019', '001', '006']"
019 007,2,"['019', '001', '007']"
019 008,2,"['019', '001', '008']"
019 009,2,"['019', '001', '009']"
019 010,2,"['019', '001', '010']"
019 011,2,"['019', '001', '011']"
019 012,2,"['019', '001', '012']"
019 013,2,"['019', '001', '013']"
019 014,3,"['019', '001', '004', '014']"
019 015,2,"['019', '001', '015']"
019 016,2,"['019', '001', '016']"
019 017,2,"['019', '001', '017']"
019 018,2,"['019', '001', '018']"
019 019,0,['019']
019 020,1,"['019', '020']"
019 021,1,"['019', '021']"
019 022,2,"['019', '001', '022']"
019 023,2,"['019', '001', '023']"
019 024,2,"['019', '001', '024']"
019 025,2,"['019', '001', '025']"
019 026,2,"['019', '001', '026']"
019 027,2,"['019', '001', '027']"
019 028,2,"['019', '001', '028']"
019 029,2,"['019', '001', '029']"
019 030,2,"['019', '001', '030']"
019 031,2,"['019', '001', '031']"
019 032,2,"['019', '001', '032']"
019 033,2,"['019', '001', '033']"
019 034,2,"['019', '001', '034']"
019 035,2,"['019', '001', '035']"
019 036,2,"['019', '001', '036']"
019 037,2,"['019', '001', '037']"
019 038,2,"['019', '001', '038']"
019 039,2,"['019', '001', '039']"
019 040,3,"['019', '001', '004', '040']"
019 041,2,"['019', '001', '041']"
019 042,2,"['019', '001', '042']"
019 043,2,"['019', '001', '043']"
019 044,2,"['019', '001', '044']"
019 045,2,"['019', '001', '045']"
019 046,2,"['019', '001', '046']"
019 047,2,"['019', '001', '047']"
019 048,2,"['019', '001', '048']"
019 049,2,"['019', '001', '049']"
019 050,3,"['019', '001', '009', '050']"
019 051,2,"['019', '001', '051']"
019 052,2,"['019', '001', '052']"
019 053,2,"['019', '001', '053']"
019 054,2,"['019', '001', '054']"
019 055,2,"['019', '001', '055']"
019 056,2,"['019', '001', '056']"
019 057,2,"['019', '001', '057']"
019 058,2,"['019', '001', '058']"
019 059,2,"['019', '001', '059']"
019 060,2,"['019', '001', '060']"
019 061,2,"['019', '001', '061']"
019 062,2,"['019', '001', '062']"
019 063,3,"['019', '001', '003', '063']"
019 064,2,"['019', '001', '064']"
019 065,2,"['019', '001', '065']"
019 066,2,"['019', '001', '066']"
019 067,2,"['019', '001', '067']"
019 068,2,"['019', '001', '068']"
019 069,2,"['019', '001', '069']"
019 070,2,"['019', '001', '070']"
019 071,2,"['019', '001', '071']"
019 072,3,"['019', '001', '004', '072']"
019 073,2,"['019', '001', '073']"
019 074,2,"['019', '001', '074']"
019 075,2,"['019', '001', '075']"
019 076,2,"['019', '001', '076']"
019 077,2,"['019', '001', '077']"
019 078,2,"['019', '001', '078']"
019 079,2,"['019', '001', '079']"
019 080,2,"['019', '001', '080']"
019 081,2,"['019', '001', '081']"
019 082,2,"['019', '001', '082']"
019 083,2,"['019', '001', '083']"
019 084,2,"['019', '001', '084']"
019 085,3,"['019', '001', '009', '085']"
019 086,2,"['019', '001', '086']"
019 087,2,"['019', '001', '087']"
019 088,2,"['019', '001', '088']"
019 089,2,"['019', '001', '089']"
019 090,2,"['019', '001', '090']"
019 091,2,"['019', '001', '091']"
019 092,2,"['019', '001', '092']"
019 093,2,"['019', '001', '093']"
019 094,2,"['019', '001', '094']"
019 095,2,"['019', '001', '095']"
019 096,3,"['019', '001', '004', '096']"
019 097,3,"['019', '001', '004', '097']"
019 098,3,"['019', '001', '003', '098']"
019 099,3,"['019', '001', '003', '099']"
019 100,3,"['019', '001', '003', '100']"
019 101,3,"['019', '001', '003', '101']"
019 102,3,"['019', '001', '003', '102']"
019 103,2,"['019', '001', '103']"
019 104,2,"['019', '001', '104']"
019 105,2,"['019', '001', '105']"
019 106,2,"['019', '001', '106']"
019 107,2,"['019', '001', '107']"
019 108,2,"['019', '001', '108']"
019 109,2,"['019', '001', '109']"
019 110,2,"['019', '001', '110']"
019 111,2,"['019', '001', '111']"
019 112,2,"['019', '001', '112']"
019 113,2,"['019', '001', '113']"
019 114,2,"['019', '001', '114']"
020 001,1,"['020', '001']"
020 002,1,"['020', '002']"
020 003,2,"['020', '001', '003']"
020 004,2,"['020', '001', '004']"
020 005,2,"['020', '001', '005']"
020 006,2,"['020', '001', '006']"
020 007,2,"['020', '001', '007']"
020 008,2,"['020', '001', '008']"
020 009,2,"['020', '001', '009']"
020 010,2,"['020', '001', '010']"
020 011,2,"['020', '001', '011']"
020 012,2,"['020', '001', '012']"
020 013,2,"['020', '001', '013']"
020 014,3,"['020', '001', '004', '014']"
020 015,2,"['020', '001', '015']"
020 016,2,"['020', '001', '016']"
020 017,2,"['020', '001', '017']"
020 018,2,"['020', '001', '018']"
020 019,1,"['020', '019']"
020 020,0,['020']
020 021,1,"['020', '021']"
020 022,2,"['020', '001', '022']"
020 023,2,"['020', '001', '023']"
020 024,2,"['020', '001', '024']"
020 025,2,"['020', '001', '025']"
020 026,2,"['020', '001', '026']"
020 027,2,"['020', '001', '027']"
020 028,2,"['020', '001', '028']"
020 029,2,"['020', '001', '029']"
020 030,2,"['020', '001', '030']"
020 031,2,"['020', '001', '031']"
020 032,2,"['020', '001', '032']"
020 033,2,"['020', '001', '033']"
020 034,2,"['020', '001', '034']"
020 035,2,"['020', '001', '035']"
020 036,2,"['020', '001', '036']"
020 037,2,"['020', '001', '037']"
020 038,2,"['020', '001', '038']"
020 039,2,"['020', '001', '039']"
020 040,3,"['020', '001', '004', '040']"
020 041,2,"['020', '001', '041']"
020 042,2,"['020', '001', '042']"
020 043,2,"['020', '001', '043']"
020 044,2,"['020', '001', '044']"
020 045,2,"['020', '001', '045']"
020 046,2,"['020', '001', '046']"
020 047,2,"['020', '001', '047']"
020 048,2,"['020', '001', '048']"
020 049,2,"['020', '001', '049']"
020 050,3,"['020', '001', '009', '050']"
020 051,2,"['020', '001', '051']"
020 052,2,"['020', '001', '052']"
020 053,2,"['020', '001', '053']"
020 054,2,"['020', '001', '054']"
020 055,2,"['020', '001', '055']"
020 056,2,"['020', '001', '056']"
020 057,2,"['020', '001', '057']"
020 058,2,"['020', '001', '058']"
020 059,2,"['020', '001', '059']"
020 060,2,"['020', '001', '060']"
020 061,2,"['020', '001', '061']"
020 062,2,"['020', '001', '062']"
020 063,3,"['020', '001', '003', '063']"
020 064,2,"['020', '001', '064']"
020 065,2,"['020', '001', '065']"
020 066,2,"['020', '001', '066']"
020 067,2,"['020', '001', '067']"
020 068,2,"['020', '001', '068']"
020 069,2,"['020', '001', '069']"
020 070,2,"['020', '001', '070']"
020 071,2,"['020', '001', '071']"
020 072,3,"['020', '001', '004', '072']"
020 073,2,"['020', '001', '073']"
020 074,2,"['020', '001', '074']"
020 075,2,"['020', '001', '075']"
020 076,2,"['020', '001', '076']"
020 077,2,"['020', '001', '077']"
020 078,2,"['020', '001', '078']"
020 079,2,"['020', '001', '079']"
020 080,2,"['020', '001', '080']"
020 081,2,"['020', '001', '081']"
020 082,2,"['020', '001', '082']"
020 083,2,"['020', '001', '083']"
020 084,2,"['020', '001', '084']"
020 085,3,"['020', '001', '009', '085']"
020 086,2,"['020', '001', '086']"
020 087,2,"['020', '001', '087']"
020 088,2,"['020', '001', '088']"
020 089,2,"['020', '001', '089']"
020 090,2,"['020', '001', '090']"
020 091,2,"['020', '001', '091']"
020 092,2,"['020', '001', '092']"
020 093,2,"['020', '001', '093']"
020 094,2,"['020', '001', '094']"
020 095,2,"['020', '001', '095']"
020 096,3,"['020', '001', '004', '096']"
020 097,3,"['020', '001', '004', '097']"
020 098,3,"['020', '001', '003', '098']"
020 099,3,"['020', '001', '003', '099']"
020 100,3,"['020', '001', '003', '100']"
020 101,3,"['020', '001', '003', '101']"
020 102,3,"['020', '001', '003', '102']"
020 103,2,"['020', '001', '103']"
020 104,2,"['020', '001', '104']"
020 105,2,"['020', '001', '105']"
020 106,2,"['020', '001', '106']"
020 107,2,"['020', '001', '107']"
020 108,2,"['020', '001', '108']"
020 109,2,"['020', '001', '109']"
020 110,2,"['020', '001', '110']"
020 111,2,"['020', '001', '111']"
020 112,2,"['020', '001', '112']"
020 113,2,"['020', '001', '113']"
020 114,2,"['020', '001', '114']"
021 001,1,"['021', '001']"
021 002,2,"['021', '001', '002']"
021 003,2,"['021', '001', '003']"
021 004,2,"['021', '001', '004']"
021 005,2,"['021', '001', '005']"
021 006,2,"['021', '001', '006']"
021 007,2,"['021', '001', '007']"
021 008,2,"['021', '001', '008']"
021 009,2,"['021', '001', '009']"
021 010,2,"['021', '001', '010']"
021 011,2,"['021', '001', '011']"
021 012,2,"['021', '001', '012']"
021 013,2,"['021', '001', '013']"
021 014,3,"['021', '001', '004', '014']"
021 015,2,"['021', '001', '015']"
021 016,2,"['021', '001', '016']"
021 017,2,"['021', '001', '017']"
021 018,2,"['021', '001', '018']"
021 019,1,"['021', '019']"
021 020,1,"['021', '020']"
021 021,0,['021']
021 022,2,"['021', '001', '022']"
021 023,2,"['021', '001', '023']"
021 024,2,"['021', '001', '024']"
021 025,2,"['021', '001', '025']"
021 026,2,"['021', '001', '026']"
021 027,2,"['021', '001', '027']"
021 028,2,"['021', '001', '028']"
021 029,2,"['021', '001', '029']"
021 030,2,"['021', '001', '030']"
021 031,2,"['021', '001', '031']"
021 032,2,"['021', '001', '032']"
021 033,2,"['021', '001', '033']"
021 034,2,"['021', '001', '034']"
021 035,2,"['021', '001', '035']"
021 036,2,"['021', '001', '036']"
021 037,2,"['021', '001', '037']"
021 038,2,"['021', '001', '038']"
021 039,2,"['021', '001', '039']"
021 040,3,"['021', '001', '004', '040']"
021 041,2,"['021', '001', '041']"
021 042,2,"['021', '001', '042']"
021 043,2,"['021', '001', '043']"
021 044,2,"['021', '001', '044']"
021 045,2,"['021', '001', '045']"
021 046,2,"['021', '001', '046']"
021 047,2,"['021', '001', '047']"
021 048,2,"['021', '001', '048']"
021 049,2,"['021', '001', '049']"
021 050,3,"['021', '001', '009', '050']"
021 051,2,"['021', '001', '051']"
021 052,2,"['021', '001', '052']"
021 053,2,"['021', '001', '053']"
021 054,2,"['021', '001', '054']"
021 055,2,"['021', '001', '055']"
021 056,2,"['021', '001', '056']"
021 057,2,"['021', '001', '057']"
021 058,2,"['021', '001', '058']"
021 059,2,"['021', '001', '059']"
021 060,2,"['021', '001', '060']"
021 061,2,"['021', '001', '061']"
021 062,2,"['021', '001', '062']"
021 063,3,"['021', '001', '003', '063']"
021 064,2,"['021', '001', '064']"
021 065,2,"['021', '001', '065']"
021 066,2,"['021', '001', '066']"
021 067,2,"['021', '001', '067']"
021 068,2,"['021', '001', '068']"
021 069,2,"['021', '001', '069']"
021 070,2,"['021', '001', '070']"
021 071,2,"['021', '001', '071']"
021 072,3,"['021', '001', '004', '072']"
021 073,2,"['021', '001', '073']"
021 074,2,"['021', '001', '074']"
021 075,2,"['021', '001', '075']"
021 076,2,"['021', '001', '076']"
021 077,2,"['021', '001', '077']"
021 078,2,"['021', '001', '078']"
021 079,2,"['021', '001', '079']"
021 080,2,"['021', '001', '080']"
021 081,2,"['021', '001', '081']"
021 082,2,"['021', '001', '082']"
021 083,2,"['021', '001', '083']"
021 084,2,"['021', '001', '084']"
021 085,3,"['021', '001', '009', '085']"
021 086,2,"['021', '001', '086']"
021 087,2,"['021', '001', '087']"
021 088,2,"['021', '001', '088']"
021 089,2,"['021', '001', '089']"
021 090,2,"['021', '001', '090']"
021 091,2,"['021', '001', '091']"
021 092,2,"['021', '001', '092']"
021 093,2,"['021', '001', '093']"
021 094,2,"['021', '001', '094']"
021 095,2,"['021', '001', '095']"
021 096,3,"['021', '001', '004', '096']"
021 097,3,"['021', '001', '004', '097']"
021 098,3,"['021', '001', '003', '098']"
021 099,3,"['021', '001', '003', '099']"
021 100,3,"['021', '001', '003', '100']"
021 101,3,"['021', '001', '003', '101']"
021 102,3,"['021', '001', '003', '102']"
021 103,2,"['021', '001', '103']"
021 104,2,"['021', '001', '104']"
021 105,2,"['021', '001', '105']"
021 106,2,"['021', '001', '106']"
021 107,2,"['021', '001', '107']"
021 108,2,"['021', '001', '108']"
021 109,2,"['021', '001', '109']"
021 110,2,"['021', '001', '110']"
021 111,2,"['021', '001', '111']"
021 112,2,"['021', '001', '112']"
021 113,2,"['021', '001', '113']"
021 114,2,"['021', '001', '114']"
022 001,1,"['022', '001']"
022 002,1,"['022', '002']"
022 003,2,"['022', '001', '003']"
022 004,1,"['022', '004']"
022 005,2,"['022', '001', '005']"
022 006,2,"['022', '001', '006']"
022 007,2,"['022', '001', '007']"
022 008,2,"['022', '001', '008']"
022 009,2,"['022', '001', '009']"
022 010,2,"['022', '001', '010']"
022 011,2,"['022', '001', '011']"
022 012,2,"['022', '001', '012']"
022 013,2,"['022', '001', '013']"
022 014,2,"['022', '004', '014']"
022 015,2,"['022', '001', '015']"
022 016,2,"['022', '001', '016']"
022 017,2,"['022', '001', '017']"
022 018,2,"['022', '001', '018']"
022 019,2,"['022', '001', '019']"
022 020,2,"['022', '001', '020']"
022 021,2,"['022', '001', '021']"
022 022,0,['022']
022 023,2,"['022', '001', '023']"
022 024,2,"['022', '001', '024']"
022 025,2,"['022', '001', '025']"
022 026,2,"['022', '001', '026']"
022 027,2,"['022', '001', '027']"
022 028,2,"['022', '001', '028']"
022 029,1,"['022', '029']"
022 030,2,"['022', '001', '030']"
022 031,2,"['022', '001', '031']"
022 032,2,"['022', '001', '032']"
022 033,2,"['022', '001', '033']"
022 034,2,"['022', '001', '034']"
022 035,2,"['022', '001', '035']"
022 036,2,"['022', '001', '036']"
022 037,2,"['022', '001', '037']"
022 038,2,"['022', '001', '038']"
022 039,2,"['022', '001', '039']"
022 040,2,"['022', '004', '040']"
022 041,2,"['022', '001', '041']"
022 042,2,"['022', '001', '042']"
022 043,2,"['022', '001', '043']"
022 044,2,"['022', '001', '044']"
022 045,2,"['022', '001', '045']"
022 046,2,"['022', '001', '046']"
022 047,2,"['022', '001', '047']"
022 048,2,"['022', '001', '048']"
022 049,2,"['022', '001', '049']"
022 050,3,"['022', '001', '009', '050']"
022 051,2,"['022', '001', '051']"
022 052,2,"['022', '001', '052']"
022 053,2,"['022', '001', '053']"
022 054,2,"['022', '001', '054']"
022 055,2,"['022', '001', '055']"
022 056,2,"['022', '001', '056']"
022 057,2,"['022', '001', '057']"
022 058,2,"['022', '001', '058']"
022 059,2,"['022', '001', '059']"
022 060,2,"['022', '001', '060']"
022 061,2,"['022', '001', '061']"
022 062,2,"['022', '001', '062']"
022 063,3,"['022', '001', '003', '063']"
022 064,2,"['022', '001', '064']"
022 065,2,"['022', '001', '065']"
022 066,2,"['022', '001', '066']"
022 067,2,"['022', '001', '067']"
022 068,2,"['022', '001', '068']"
022 069,2,"['022', '001', '069']"
022 070,2,"['022', '001', '070']"
022 071,2,"['022', '001', '071']"
022 072,2,"['022', '004', '072']"
022 073,2,"['022', '001', '073']"
022 074,2,"['022', '001', '074']"
022 075,2,"['022', '001', '075']"
022 076,2,"['022', '001', '076']"
022 077,2,"['022', '001', '077']"
022 078,2,"['022', '001', '078']"
022 079,2,"['022', '001', '079']"
022 080,2,"['022', '001', '080']"
022 081,2,"['022', '001', '081']"
022 082,2,"['022', '001', '082']"
022 083,2,"['022', '001', '083']"
022 084,2,"['022', '001', '084']"
022 085,3,"['022', '001', '009', '085']"
022 086,2,"['022', '001', '086']"
022 087,2,"['022', '001', '087']"
022 088,2,"['022', '001', '088']"
022 089,2,"['022', '001', '089']"
022 090,2,"['022', '001', '090']"
022 091,2,"['022', '001', '091']"
022 092,2,"['022', '001', '092']"
022 093,2,"['022', '001', '093']"
022 094,2,"['022', '001', '094']"
022 095,2,"['022', '001', '095']"
022 096,2,"['022', '004', '096']"
022 097,2,"['022', '004', '097']"
022 098,2,"['022', '004', '098']"
022 099,3,"['022', '001', '003', '099']"
022 100,3,"['022', '001', '003', '100']"
022 101,2,"['022', '004', '101']"
022 102,2,"['022', '004', '102']"
022 103,2,"['022', '001', '103']"
022 104,2,"['022', '001', '104']"
022 105,2,"['022', '001', '105']"
022 106,2,"['022', '001', '106']"
022 107,2,"['022', '001', '107']"
022 108,2,"['022', '001', '108']"
022 109,2,"['022', '001', '109']"
022 110,2,"['022', '001', '110']"
022 111,2,"['022', '001', '111']"
022 112,2,"['022', '001', '112']"
022 113,2,"['022', '001', '113']"
022 114,2,"['022', '001', '114']"
023 001,1,"['023', '001']"
023 002,1,"['023', '002']"
023 003,2,"['023', '001', '003']"
023 004,2,"['023', '001', '004']"
023 005,2,"['023', '001', '005']"
023 006,2,"['023', '001', '006']"
023 007,2,"['023', '001', '007']"
023 008,2,"['023', '001', '008']"
023 009,2,"['023', '001', '009']"
023 010,2,"['023', '001', '010']"
023 011,1,"['023', '011']"
023 012,2,"['023', '001', '012']"
023 013,2,"['023', '001', '013']"
023 014,3,"['023', '001', '004', '014']"
023 015,2,"['023', '001', '015']"
023 016,2,"['023', '001', '016']"
023 017,2,"['023', '001', '017']"
023 018,2,"['023', '001', '018']"
023 019,2,"['023', '001', '019']"
023 020,2,"['023', '001', '020']"
023 021,2,"['023', '001', '021']"
023 022,2,"['023', '001', '022']"
023 023,0,['023']
023 024,1,"['023', '024']"
023 025,2,"['023', '001', '025']"
023 026,2,"['023', '001', '026']"
023 027,2,"['023', '001', '027']"
023 028,2,"['023', '001', '028']"
023 029,2,"['023', '001', '029']"
023 030,2,"['023', '001', '030']"
023 031,2,"['023', '001', '031']"
023 032,2,"['023', '001', '032']"
023 033,2,"['023', '001', '033']"
023 034,2,"['023', '001', '034']"
023 035,2,"['023', '001', '035']"
023 036,2,"['023', '001', '036']"
023 037,2,"['023', '001', '037']"
023 038,2,"['023', '001', '038']"
023 039,2,"['023', '001', '039']"
023 040,3,"['023', '001', '004', '040']"
023 041,2,"['023', '001', '041']"
023 042,2,"['023', '001', '042']"
023 043,2,"['023', '001', '043']"
023 044,2,"['023', '001', '044']"
023 045,2,"['023', '001', '045']"
023 046,2,"['023', '001', '046']"
023 047,2,"['023', '001', '047']"
023 048,2,"['023', '001', '048']"
023 049,2,"['023', '001', '049']"
023 050,3,"['023', '001', '009', '050']"
023 051,2,"['023', '001', '051']"
023 052,2,"['023', '001', '052']"
023 053,2,"['023', '001', '053']"
023 054,2,"['023', '001', '054']"
023 055,2,"['023', '001', '055']"
023 056,2,"['023', '001', '056']"
023 057,2,"['023', '001', '057']"
023 058,2,"['023', '001', '058']"
023 059,2,"['023', '001', '059']"
023 060,2,"['023', '001', '060']"
023 061,2,"['023', '001', '061']"
023 062,2,"['023', '001', '062']"
023 063,3,"['023', '001', '003', '063']"
023 064,2,"['023', '001', '064']"
023 065,2,"['023', '001', '065']"
023 066,2,"['023', '001', '066']"
023 067,2,"['023', '001', '067']"
023 068,2,"['023', '001', '068']"
023 069,2,"['023', '001', '069']"
023 070,2,"['023', '001', '070']"
023 071,2,"['023', '001', '071']"
023 072,3,"['023', '001', '004', '072']"
023 073,2,"['023', '001', '073']"
023 074,2,"['023', '001', '074']"
023 075,2,"['023', '001', '075']"
023 076,2,"['023', '001', '076']"
023 077,2,"['023', '001', '077']"
023 078,2,"['023', '001', '078']"
023 079,2,"['023', '001', '079']"
023 080,2,"['023', '001', '080']"
023 081,2,"['023', '001', '081']"
023 082,2,"['023', '001', '082']"
023 083,2,"['023', '001', '083']"
023 084,2,"['023', '001', '084']"
023 085,3,"['023', '001', '009', '085']"
023 086,2,"['023', '001', '086']"
023 087,2,"['023', '001', '087']"
023 088,2,"['023', '001', '088']"
023 089,2,"['023', '001', '089']"
023 090,2,"['023', '001', '090']"
023 091,2,"['023', '001', '091']"
023 092,2,"['023', '001', '092']"
023 093,2,"['023', '001', '093']"
023 094,2,"['023', '001', '094']"
023 095,2,"['023', '001', '095']"
023 096,3,"['023', '001', '004', '096']"
023 097,3,"['023', '001', '004', '097']"
023 098,3,"['023', '001', '003', '098']"
023 099,3,"['023', '001', '003', '099']"
023 100,3,"['023', '001', '003', '100']"
023 101,3,"['023', '001', '003', '101']"
023 102,3,"['023', '001', '003', '102']"
023 103,2,"['023', '001', '103']"
023 104,2,"['023', '001', '104']"
023 105,2,"['023', '001', '105']"
023 106,2,"['023', '001', '106']"
023 107,2,"['023', '001', '107']"
023 108,2,"['023', '001', '108']"
023 109,2,"['023', '001', '109']"
023 110,2,"['023', '001', '110']"
023 111,2,"['023', '001', '111']"
023 112,2,"['023', '001', '112']"
023 113,2,"['023', '001', '113']"
023 114,2,"['023', '001', '114']"
024 001,1,"['024', '001']"
024 002,1,"['024', '002']"
024 003,2,"['024', '001', '003']"
024 004,2,"['024', '001', '004']"
024 005,2,"['024', '001', '005']"
024 006,2,"['024', '001', '006']"
024 007,2,"['024', '001', '007']"
024 008,2,"['024', '001', '008']"
024 009,2,"['024', '001', '009']"
024 010,2,"['024', '001', '010']"
024 011,1,"['024', '011']"
024 012,2,"['024', '001', '012']"
024 013,2,"['024', '001', '013']"
024 014,3,"['024', '001', '004', '014']"
024 015,2,"['024', '001', '015']"
024 016,2,"['024', '001', '016']"
024 017,2,"['024', '001', '017']"
024 018,2,"['024', '001', '018']"
024 019,2,"['024', '001', '019']"
024 020,2,"['024', '001', '020']"
024 021,2,"['024', '001', '021']"
024 022,2,"['024', '001', '022']"
024 023,1,"['024', '023']"
024 024,0,['024']
024 025,2,"['024', '001', '025']"
024 026,2,"['024', '001', '026']"
024 027,2,"['024', '001', '027']"
024 028,2,"['024', '001', '028']"
024 029,2,"['024', '001', '029']"
024 030,2,"['024', '001', '030']"
024 031,2,"['024', '001', '031']"
024 032,2,"['024', '001', '032']"
024 033,2,"['024', '001', '033']"
024 034,2,"['024', '001', '034']"
024 035,2,"['024', '001', '035']"
024 036,2,"['024', '001', '036']"
024 037,2,"['024', '001', '037']"
024 038,2,"['024', '001', '038']"
024 039,2,"['024', '001', '039']"
024 040,3,"['024', '001', '004', '040']"
024 041,2,"['024', '001', '041']"
024 042,2,"['024', '001', '042']"
024 043,2,"['024', '001', '043']"
024 044,2,"['024', '001', '044']"
024 045,2,"['024', '001', '045']"
024 046,2,"['024', '001', '046']"
024 047,2,"['024', '001', '047']"
024 048,2,"['024', '001', '048']"
024 049,2,"['024', '001', '049']"
024 050,3,"['024', '001', '009', '050']"
024 051,2,"['024', '001', '051']"
024 052,2,"['024', '001', '052']"
024 053,2,"['024', '001', '053']"
024 054,2,"['024', '001', '054']"
024 055,2,"['024', '001', '055']"
024 056,2,"['024', '001', '056']"
024 057,2,"['024', '001', '057']"
024 058,2,"['024', '001', '058']"
024 059,2,"['024', '001', '059']"
024 060,2,"['024', '001', '060']"
024 061,2,"['024', '001', '061']"
024 062,2,"['024', '001', '062']"
024 063,3,"['024', '001', '003', '063']"
024 064,2,"['024', '001', '064']"
024 065,2,"['024', '001', '065']"
024 066,2,"['024', '001', '066']"
024 067,2,"['024', '001', '067']"
024 068,2,"['024', '001', '068']"
024 069,2,"['024', '001', '069']"
024 070,2,"['024', '001', '070']"
024 071,2,"['024', '001', '071']"
024 072,3,"['024', '001', '004', '072']"
024 073,2,"['024', '001', '073']"
024 074,2,"['024', '001', '074']"
024 075,2,"['024', '001', '075']"
024 076,2,"['024', '001', '076']"
024 077,2,"['024', '001', '077']"
024 078,2,"['024', '001', '078']"
024 079,2,"['024', '001', '079']"
024 080,2,"['024', '001', '080']"
024 081,2,"['024', '001', '081']"
024 082,2,"['024', '001', '082']"
024 083,2,"['024', '001', '083']"
024 084,2,"['024', '001', '084']"
024 085,3,"['024', '001', '009', '085']"
024 086,2,"['024', '001', '086']"
024 087,2,"['024', '001', '087']"
024 088,2,"['024', '001', '088']"
024 089,2,"['024', '001', '089']"
024 090,2,"['024', '001', '090']"
024 091,2,"['024', '001', '091']"
024 092,2,"['024', '001', '092']"
024 093,2,"['024', '001', '093']"
024 094,2,"['024', '001', '094']"
024 095,2,"['024', '001', '095']"
024 096,3,"['024', '001', '004', '096']"
024 097,3,"['024', '001', '004', '097']"
024 098,3,"['024', '001', '003', '098']"
024 099,3,"['024', '001', '003', '099']"
024 100,3,"['024', '001', '003', '100']"
024 101,3,"['024', '001', '003', '101']"
024 102,3,"['024', '001', '003', '102']"
024 103,2,"['024', '001', '103']"
024 104,2,"['024', '001', '104']"
024 105,2,"['024', '001', '105']"
024 106,2,"['024', '001', '106']"
024 107,2,"['024', '001', '107']"
024 108,2,"['024', '001', '108']"
024 109,2,"['024', '001', '109']"
024 110,2,"['024', '001', '110']"
024 111,2,"['024', '001', '111']"
024 112,2,"['024', '001', '112']"
024 113,2,"['024', '001', '113']"
024 114,2,"['024', '001', '114']"
025 001,1,"['025', '001']"
025 002,2,"['025', '001', '002']"
025 003,2,"['025', '001', '003']"
025 004,2,"['025', '001', '004']"
025 005,2,"['025', '001', '005']"
025 006,2,"['025', '001', '006']"
025 007,2,"['025', '001', '007']"
025 008,2,"['025', '001', '008']"
025 009,2,"['025', '001', '009']"
025 010,2,"['025', '001', '010']"
025 011,1,"['025', '011']"
025 012,2,"['025', '001', '012']"
025 013,2,"['025', '001', '013']"
025 014,3,"['025', '001', '004', '014']"
025 015,2,"['025', '001', '015']"
025 016,2,"['025', '001', '016']"
025 017,2,"['025', '001', '017']"
025 018,2,"['025', '001', '018']"
025 019,2,"['025', '001', '019']"
025 020,2,"['025', '001', '020']"
025 021,2,"['025', '001', '021']"
025 022,2,"['025', '001', '022']"
025 023,2,"['025', '001', '023']"
025 024,2,"['025', '001', '024']"
025 025,0,['025']
025 026,2,"['025', '001', '026']"
025 027,2,"['025', '001', '027']"
025 028,2,"['025', '001', '028']"
025 029,2,"['025', '001', '029']"
025 030,2,"['025', '001', '030']"
025 031,2,"['025', '001', '031']"
025 032,2,"['025', '001', '032']"
025 033,2,"['025', '001', '033']"
025 034,2,"['025', '001', '034']"
025 035,2,"['025', '001', '035']"
025 036,2,"['025', '001', '036']"
025 037,2,"['025', '001', '037']"
025 038,2,"['025', '001', '038']"
025 039,2,"['025', '001', '039']"
025 040,3,"['025', '001', '004', '040']"
025 041,2,"['025', '001', '041']"
025 042,2,"['025', '001', '042']"
025 043,2,"['025', '001', '043']"
025 044,2,"['025', '001', '044']"
025 045,2,"['025', '001', '045']"
025 046,2,"['025', '001', '046']"
025 047,2,"['025', '001', '047']"
025 048,2,"['025', '001', '048']"
025 049,2,"['025', '001', '049']"
025 050,3,"['025', '001', '009', '050']"
025 051,2,"['025', '001', '051']"
025 052,2,"['025', '001', '052']"
025 053,2,"['025', '001', '053']"
025 054,2,"['025', '001', '054']"
025 055,2,"['025', '001', '055']"
025 056,2,"['025', '001', '056']"
025 057,2,"['025', '001', '057']"
025 058,2,"['025', '001', '058']"
025 059,2,"['025', '001', '059']"
025 060,2,"['025', '001', '060']"
025 061,2,"['025', '001', '061']"
025 062,2,"['025', '001', '062']"
025 063,3,"['025', '001', '003', '063']"
025 064,2,"['025', '001', '064']"
025 065,2,"['025', '001', '065']"
025 066,2,"['025', '001', '066']"
025 067,2,"['025', '001', '067']"
